hit,seq1,seq2,S,N,t,kappa,omega,dN,dN_SE,dS,dS_SE
Os02t0798900-01_Os04t0370300-01,Os02t0798900-01,Os04t0370300-01,143.8,429.2,1.1905,1.6883,0.3757,0.2801,0.0297,0.7455,0.1381
Os05t0212600-00_Os10t0158400-00,Os05t0212600-00,Os10t0158400-00,250.4,646.6,1.0151,4.1284,0.1373,0.1229,0.0149,0.895,0.1528
Os09t0404300-00_Os09t0405900-00,Os09t0404300-00,Os09t0405900-00,138.7,263.3,0.0608,1.9697,8.0297,0.029,0.0107,0.0036,0.0051
Os11t0180000-01_Os12t0174700-00,Os11t0180000-01,Os12t0174700-00,53.4,396.6,1.8579,1.2116,0.1008,0.3007,0.0324,2.9838,3.2222
Os01t0113300-01_Os01t0113400-01,Os01t0113300-01,Os01t0113400-01,476.1,1461.9,2.1688,1.9033,0.1644,0.3215,0.0177,1.9557,0.7316
Os12t0639400-01_Os12t0639200-01,Os12t0639400-01,Os12t0639200-01,130.8,1222.2,1.6526,1.0421,0.0599,0.2188,0.0151,3.655,4.9888
Os07t0603300-01_Os03t0418700-02,Os07t0603300-01,Os03t0418700-02,715.8,1960.2,1.4281,2.6799,0.365,0.3249,0.0156,0.8899,0.0824
Os03t0233900-01_Os03t0226200-01,Os03t0233900-01,Os03t0226200-01,62.4,435.6,0.1984,4.1522,0.1033,0.0317,0.0087,0.3066,0.0849
Os07t0562700-02_Os03t0592500-01,Os07t0562700-02,Os03t0592500-01,78.8,686.2,0.9821,1.3966,0.0776,0.1472,0.0158,1.8968,2.0639
Os04t0688200-01_Os04t0688300-01,Os04t0688200-01,Os04t0688300-01,140.7,870.3,2.6145,1.9683,0.0813,0.3388,0.0238,4.1676,9.4926
Os12t0166300-00_Os12t0170800-01,Os12t0166300-00,Os12t0170800-01,118.1,511.9,2.8904,2.1591,0.1007,0.3603,0.0325,3.5785,4.7445
Os02t0268600-00_Os04t0228400-01,Os02t0268600-00,Os04t0228400-01,123.4,659.6,2.4414,1.5959,0.0804,0.2904,0.0245,3.6116,4.8485
Os11t0601500-00_Os01t0545500-01,Os11t0601500-00,Os01t0545500-01,420.4,1367.6,1.3755,1.6436,0.4491,0.3559,0.0196,0.7924,0.0784
Os04t0227200-00_Os04t0226800-00,Os04t0227200-00,Os04t0226800-00,632.2,1815.8,0.8206,2.1126,0.3745,0.1911,0.0114,0.5103,0.043
Os01t0216000-01_Os05t0210100-01,Os01t0216000-01,Os05t0210100-01,132.7,977.3,2.2851,0.9815,0.1002,0.3674,0.0238,3.6661,5.0251
Os07t0529800-01_Os01t0794500-00,Os07t0529800-01,Os01t0794500-00,75.3,269.7,2.2627,1.2844,0.0185,0.0598,0.0154,3.2412,3.8062
Os07t0534700-01_Os07t0535800-01,Os07t0534700-01,Os07t0535800-01,262.9,1462.1,2.8413,1.5925,0.0876,0.3661,0.0194,4.1787,7.047
Os05t0329200-00_Os07t0219250-00,Os05t0329200-00,Os07t0219250-00,96.6,233.4,0.2403,2.5321,1.058,0.0814,0.0195,0.0769,0.0298
Os10t0160100-02_Os06t0131500-01,Os10t0160100-02,Os06t0131500-01,201.9,1043.1,1.6361,1.5333,0.2399,0.3602,0.0227,1.5017,0.2488
Os05t0375400-01_Os01t0941500-00,Os05t0375400-01,Os01t0941500-00,126.5,854.5,2.4024,1.2205,0.1053,0.3821,0.0261,3.6299,4.9073
Os05t0331366-00_Os05t0328800-00,Os05t0331366-00,Os05t0328800-00,102.7,251.3,0.1587,2.0431,0.8019,0.0494,0.0144,0.0615,0.0257
Os01t0220100-01_Os08t0114200-01,Os01t0220100-01,Os08t0114200-01,200.5,1305.5,2.6964,1.1974,0.1072,0.4262,0.023,3.9757,6.162
Os01t0945600-01_Os01t0945200-00,Os01t0945600-01,Os01t0945200-00,308.3,1242.7,0.7199,2.3884,0.1263,0.101,0.0095,0.7999,0.1078
Os02t0271600-00_Os04t0127200-02,Os02t0271600-00,Os04t0127200-02,540.1,1388.9,3.0747,1.8257,0.1633,0.421,0.0221,2.578,1.6748
Os07t0663600-01_Os12t0260500-01,Os07t0663600-01,Os12t0260500-01,143.7,747.3,1.4908,1.8957,0.1811,0.2874,0.0229,1.5867,0.4296
Os07t0636800-01_Os07t0638500-01,Os07t0636800-01,Os07t0638500-01,62.5,534.5,0.582,2.4019,0.1389,0.1176,0.0158,0.847,0.3263
Os08t0189100-01_Os12t0154800-01,Os08t0189100-01,Os12t0154800-01,183.9,473.1,1.8261,2.3823,0.0966,0.1682,0.0206,1.7423,0.8728
Os09t0526700-02_Os05t0595100-01,Os09t0526700-02,Os05t0595100-01,201.1,857.9,3.0049,1.0906,0.0764,0.3038,0.0222,3.978,6.1714
Os10t0446600-01_Os01t0391500-01,Os10t0446600-01,Os01t0391500-01,89.2,243.8,0.0737,3.5044,0.3582,0.0166,0.0083,0.0463,0.0234
Os03t0789000-00_Os11t0136600-00,Os03t0789000-00,Os11t0136600-00,343.5,1276.5,3.7211,1.4585,0.0903,0.3957,0.022,4.3794,8.0486
Os04t0127200-02_Os02t0269600-00,Os04t0127200-02,Os02t0269600-00,532.4,1351.6,2.5474,1.8429,0.2326,0.4394,0.0231,1.8892,0.2489
Os07t0264100-01_Os07t0263400-00,Os07t0264100-01,Os07t0263400-00,207.2,644.8,0.3546,2.4731,0.4244,0.0889,0.0123,0.2094,0.0369
Os11t0678400-00_Os10t0136100-02,Os11t0678400-00,Os10t0136100-02,589.9,1555.1,2.4326,2.4724,0.2553,0.4499,0.0221,1.7624,0.4977
Os08t0552800-00_Os08t0553200-00,Os08t0552800-00,Os08t0553200-00,176.2,519.8,1.5707,2.2683,0.3254,0.3434,0.0313,1.0552,0.2397
Os02t0831500-01_Os04t0249500-00,Os02t0831500-01,Os04t0249500-00,628.9,1870.1,1.4597,2.3927,0.0814,0.1267,0.0088,1.5565,0.324
Os12t0133000-00_Os11t0135900-01,Os12t0133000-00,Os11t0135900-01,365.5,1080.5,1.6038,1.6939,0.2498,0.3039,0.0198,1.2165,0.2037
Os09t0359700-00_Os05t0553700-01,Os09t0359700-00,Os05t0553700-01,126.7,524.3,2.0162,1.2774,0.1327,0.2957,0.028,2.2292,0.7862
Os02t0196750-00_Os06t0545601-00,Os02t0196750-00,Os06t0545601-00,236.0,505.0,1.1446,1.3046,1.052,0.3876,0.0343,0.3685,0.0505
Os02t0773200-01_Os05t0157200-01,Os02t0773200-01,Os05t0157200-01,121.5,364.5,2.2367,1.6738,0.2828,0.4562,0.0458,1.6135,0.5096
Os07t0663600-01_Os11t0523110-01,Os07t0663600-01,Os11t0523110-01,155.9,738.1,2.9328,1.4229,0.1014,0.384,0.0283,3.7871,5.4416
Os05t0277200-01_Os01t0245600-00,Os05t0277200-01,Os01t0245600-00,163.7,637.3,1.3163,1.5633,0.2534,0.2738,0.0241,1.0807,0.2409
Os02t0170100-02_Os02t0169700-01,Os02t0170100-02,Os02t0169700-01,112.4,322.6,0.7675,1.8715,0.737,0.2342,0.0307,0.3178,0.067
Os12t0114800-01_Os11t0115100-01,Os12t0114800-01,Os11t0115100-01,34.9,328.1,0.0364,4.6,0.0,-0.0,0.0,0.126,0.0654
Os09t0341500-01_Os09t0324400-01,Os09t0341500-01,Os09t0324400-01,190.5,1093.5,1.4251,1.4487,0.1803,0.2837,0.0188,1.5733,0.519
Os12t0226900-01_Os12t0226700-01,Os12t0226900-01,Os12t0226700-01,303.0,732.0,0.5307,5.6866,0.1754,0.0744,0.0106,0.4243,0.0576
Os10t0498000-01_Os10t0498200-01,Os10t0498000-01,Os10t0498200-01,243.4,689.6,2.0236,1.8433,0.2157,0.3462,0.0271,1.6046,0.2576
Os04t0411400-01_Os01t0111600-01,Os04t0411400-01,Os01t0111600-01,88.4,424.6,2.6029,2.0004,0.1037,0.3485,0.0347,3.3613,4.1161
Os04t0419700-00_Os10t0342300-01,Os04t0419700-00,Os10t0342300-01,624.5,1754.5,1.7057,2.5182,0.2807,0.3399,0.0169,1.211,0.169
Os03t0427300-01_Os02t0249000-01,Os03t0427300-01,Os02t0249000-01,357.0,1068.0,1.811,2.5167,0.1826,0.2845,0.0192,1.5584,0.2008
Os08t0552800-00_Os08t0553300-00,Os08t0552800-00,Os08t0553300-00,182.3,510.7,1.5947,2.7341,0.3438,0.3539,0.0323,1.0294,0.2363
Os04t0530900-02_Os02t0739400-01,Os04t0530900-02,Os02t0739400-01,149.3,870.7,2.3612,1.0257,0.074,0.278,0.0208,3.7547,5.3267
Os06t0226500-01_Os10t0403800-00,Os06t0226500-01,Os10t0403800-00,24.0,234.0,0.9791,1.5209,0.0618,0.1355,0.0258,2.1909,1.7216
Os08t0374100-01_Os09t0321900-01,Os08t0374100-01,Os09t0321900-01,141.0,408.0,1.9574,3.5049,0.0412,0.0936,0.0159,2.2695,3.401
Os06t0331900-01_Os02t0673100-02,Os06t0331900-01,Os02t0673100-02,207.2,1262.8,2.4308,1.7572,0.0717,0.2869,0.0176,4.0002,6.2624
Os10t0498000-01_Os10t0498300-01,Os10t0498000-01,Os10t0498300-01,237.4,695.6,1.9769,1.7237,0.232,0.3577,0.0276,1.5418,0.2412
Os02t0185200-01_Os02t0185300-01,Os02t0185200-01,Os02t0185300-01,354.6,1175.4,0.7773,2.5583,0.3288,0.1759,0.0135,0.5349,0.0576
Os05t0527000-01_Os05t0527100-00,Os05t0527000-01,Os05t0527100-00,221.2,1194.8,0.2525,2.6276,0.2561,0.0579,0.0072,0.2261,0.0389
Os05t0212600-00_Os10t0167900-00,Os05t0212600-00,Os10t0167900-00,243.2,653.8,0.8322,3.8521,0.189,0.1282,0.0151,0.6785,0.1012
Os01t0675000-01_Os01t0760300-01,Os01t0675000-01,Os01t0760300-01,291.5,1217.5,3.3482,1.6612,0.0856,0.3643,0.0212,4.2562,7.418
Os07t0677100-01_Os12t0112000-01,Os07t0677100-01,Os12t0112000-01,158.2,786.8,2.8163,1.6015,0.0959,0.3641,0.0263,3.7977,5.4796
Os03t0268900-02_Os11t0652900-00,Os03t0268900-02,Os11t0652900-00,143.8,483.2,3.3882,1.5673,0.0957,0.3564,0.0331,3.7264,5.2284
Os10t0126800-01_Os10t0126600-01,Os10t0126800-01,Os10t0126600-01,256.5,784.5,1.1476,2.2049,0.5927,0.3271,0.0244,0.5519,0.0748
Os01t0674400-00_Os05t0560500-01,Os01t0674400-00,Os05t0560500-01,37.3,181.7,2.0108,1.604,0.092,0.2498,0.0425,2.7152,2.7134
Os06t0275800-03_Os02t0727100-01,Os06t0275800-03,Os02t0727100-01,342.5,965.5,2.0499,2.7604,0.0786,0.1679,0.0145,2.1359,1.3323
Os03t0589400-00_Os03t0589100-00,Os03t0589400-00,Os03t0589100-00,160.1,667.9,0.0704,1.5084,0.3577,0.0174,0.0052,0.0487,0.0181
Os05t0467000-01_Os02t0832000-01,Os05t0467000-01,Os02t0832000-01,318.5,1307.5,3.6449,1.677,0.1059,0.4579,0.0243,4.3227,7.7521
Os02t0549200-01_Os10t0497600-02,Os02t0549200-01,Os10t0497600-02,373.2,1111.8,4.3672,1.3359,0.1021,0.4536,0.0261,4.4415,8.387
Os07t0552800-01_Os08t0160500-01,Os07t0552800-01,Os08t0160500-01,318.4,2327.6,2.4507,1.8313,0.078,0.3373,0.0145,4.3226,7.7513
Os02t0541900-01_Os04t0500300-01,Os02t0541900-01,Os04t0500300-01,86.1,345.9,0.8455,2.7773,0.2332,0.1702,0.0244,0.7301,0.2022
Os01t0567200-01_Os01t0108500-00,Os01t0567200-01,Os01t0108500-00,282.5,533.5,0.1139,15.1745,1.0687,0.0388,0.0088,0.0363,0.0116
Os04t0531400-01_Os10t0441900-01,Os04t0531400-01,Os10t0441900-01,202.8,1696.2,1.8704,2.2637,0.0556,0.2216,0.0129,3.9842,6.1967
Os06t0662600-00_Os04t0329200-00,Os06t0662600-00,Os04t0329200-00,73.4,277.6,0.4643,1.4694,0.193,0.0825,0.018,0.4278,0.1134
Os10t0480200-02_Os03t0109400-02,Os10t0480200-02,Os03t0109400-02,651.7,1856.3,0.9321,1.8444,0.0623,0.0633,0.006,1.0156,0.1099
Os05t0463000-01_Os05t0498900-01,Os05t0463000-01,Os05t0498900-01,199.4,1003.6,2.6154,1.2885,0.1187,0.3908,0.0245,3.2931,2.5051
Os04t0452700-01_Os04t0453200-01,Os04t0452700-01,Os04t0453200-01,188.8,1326.2,1.3487,2.2121,0.1351,0.2501,0.0157,1.8513,0.3985
Os11t0135300-00_Os01t0279400-01,Os11t0135300-00,Os01t0279400-01,392.3,1071.7,3.8775,1.4221,0.1074,0.4007,0.0241,3.7292,24.782
Os01t0294500-00_Os01t0294700-01,Os01t0294500-00,Os01t0294700-01,107.3,918.7,2.0504,1.0423,0.1009,0.3537,0.0239,3.5068,4.5267
Os04t0527900-01_Os03t0146100-01,Os04t0527900-01,Os03t0146100-01,103.2,640.8,2.2982,1.3252,0.0947,0.3293,0.0272,3.4777,4.4411
Os09t0372800-01_Os09t0237600-01,Os09t0372800-01,Os09t0237600-01,262.5,748.5,1.6967,2.0316,0.1667,0.2461,0.0207,1.4765,0.3516
Os08t0374400-00_Os08t0161900-01,Os08t0374400-00,Os08t0161900-01,206.9,786.1,3.6512,1.6068,0.1212,0.4848,0.033,3.9992,6.2584
Os05t0331366-00_Os12t0269200-01,Os05t0331366-00,Os12t0269200-01,107.5,249.5,0.8471,3.2563,0.5191,0.2208,0.0337,0.4253,0.0933
Os03t0264300-00_Os06t0676600-01,Os03t0264300-00,Os06t0676600-01,271.3,868.7,4.2311,1.2794,0.1282,0.5386,0.034,4.2023,7.158
Os01t0865700-00_Os04t0686000-01,Os01t0865700-00,Os04t0686000-01,168.2,1040.8,2.4172,1.7948,0.0819,0.3149,0.0207,3.8437,5.6482
Os02t0268300-00_Os02t0249000-01,Os02t0268300-00,Os02t0249000-01,386.8,1059.2,1.712,2.7155,0.1331,0.2081,0.0157,1.5637,0.4473
Os08t0302000-01_Os06t0546500-01,Os08t0302000-01,Os06t0546500-01,165.7,785.3,2.878,0.8361,0.0921,0.3531,0.0258,3.8326,5.607
Os01t0652600-01_Os05t0573700-01,Os01t0652600-01,Os05t0573700-01,444.6,1190.4,0.743,2.0489,0.0654,0.0507,0.0067,0.775,0.0823
Os06t0662850-00_Os04t0328900-00,Os06t0662850-00,Os04t0328900-00,80.2,270.8,0.5839,5.3597,0.159,0.0881,0.0189,0.5541,0.1551
Os11t0701100-01_Os05t0247800-01,Os11t0701100-01,Os05t0247800-01,91.7,775.3,1.4922,1.3513,0.1375,0.299,0.0231,2.1747,0.8619
Os05t0361900-01_Os07t0295000-01,Os05t0361900-01,Os07t0295000-01,232.4,619.6,1.1193,3.1483,0.0869,0.0965,0.0132,1.1105,0.2229
Os04t0161100-00_Os04t0156200-00,Os04t0161100-00,Os04t0156200-00,446.8,1176.2,0.5855,2.6909,0.6054,0.1655,0.0131,0.2733,0.0311
Os04t0563100-00_Os02t0670000-01,Os04t0563100-00,Os02t0670000-01,362.1,1047.9,1.0614,2.2652,0.1131,0.1174,0.0113,1.0378,0.1514
Os12t0265201-01_Os10t0358150-01,Os12t0265201-01,Os10t0358150-01,53.5,144.5,0.8353,4.3026,0.6372,0.2413,0.0475,0.3787,0.1096
Os11t0427800-01_Os11t0115400-00,Os11t0427800-01,Os11t0115400-00,47.2,300.8,0.1877,0.9509,0.0475,0.0168,0.0075,0.3541,0.1104
Os06t0662600-00_Os04t0329300-00,Os06t0662600-00,Os04t0329300-00,80.5,270.5,0.3547,5.2087,0.1604,0.0537,0.0145,0.335,0.0912
Os08t0189500-01_Os02t0491800-00,Os08t0189500-01,Os02t0491800-00,168.6,485.4,2.9019,1.5666,0.0947,0.2793,0.0279,2.9482,6.9547
Os07t0129800-00_Os02t0640500-01,Os07t0129800-00,Os02t0640500-01,518.6,1488.4,1.9791,1.9288,0.2531,0.3743,0.0195,1.4789,0.1509
Os09t0482640-01_Os04t0307900-00,Os09t0482640-01,Os04t0307900-00,284.7,819.3,2.7716,2.0091,0.2073,0.4651,0.0311,2.2437,0.5343
Os07t0101400-01_Os07t0167200-01,Os07t0101400-01,Os07t0167200-01,290.0,877.0,1.7443,1.6508,0.3127,0.376,0.0255,1.2025,0.1824
Os02t0186900-01_Os11t0635300-00,Os02t0186900-01,Os11t0635300-00,340.0,1178.0,1.9273,1.8095,0.1727,0.3099,0.0192,1.7946,0.4928
Os12t0269200-01_Os12t0269600-00,Os12t0269200-01,Os12t0269600-00,129.7,338.3,0.0918,3.7291,0.9547,0.0302,0.0096,0.0316,0.016
Os05t0298200-01_Os02t0601700-01,Os05t0298200-01,Os02t0601700-01,365.8,1224.2,1.4505,1.9713,0.2445,0.2826,0.0178,1.1559,0.1361
Os07t0130400-01_Os07t0129900-00,Os07t0130400-01,Os07t0129900-00,508.5,1444.5,1.7878,2.3097,0.2342,0.3219,0.0179,1.3744,0.2354
Os12t0611900-01_Os04t0477500-02,Os12t0611900-01,Os04t0477500-02,251.2,831.8,2.8225,1.2718,0.1416,0.3911,0.0269,2.761,1.1106
Os04t0103500-01_Os04t0356600-01,Os04t0103500-01,Os04t0356600-01,633.7,1802.3,1.016,2.6135,0.2686,0.1982,0.0117,0.738,0.0706
Os08t0496900-01_Os08t0288400-01,Os08t0496900-01,Os08t0288400-01,433.5,1543.5,3.8777,1.8188,0.0827,0.3765,0.0192,4.554,9.0368
Os04t0206500-01_Os04t0206600-01,Os04t0206500-01,Os04t0206600-01,277.9,1105.1,1.3106,1.5682,0.1416,0.1969,0.0148,1.3911,0.2883
Os02t0320800-01_Os02t0280700-01,Os02t0320800-01,Os02t0280700-01,215.4,654.6,1.7545,2.9254,0.2116,0.3042,0.0257,1.4378,0.4119
Os08t0178200-02_Os07t0131600-01,Os08t0178200-02,Os07t0131600-01,163.7,1384.3,2.0892,1.9661,0.0854,0.3265,0.0184,3.8236,5.574
Os07t0432201-01_Os07t0429700-01,Os07t0432201-01,Os07t0429700-01,82.0,203.0,0.0426,4.6,0.4005,0.0099,0.007,0.0248,0.0176
Os03t0770800-01_Os09t0428000-00,Os03t0770800-01,Os09t0428000-00,336.9,1094.1,3.5383,1.2799,0.0455,0.1985,0.015,4.3649,7.9716
Os07t0246200-03_Os03t0832200-01,Os07t0246200-03,Os03t0832200-01,247.4,1027.6,1.0696,1.184,0.0851,0.1156,0.0113,1.3577,0.1879
Os01t0248400-01_Os01t0654500-01,Os01t0248400-01,Os01t0654500-01,295.3,937.7,1.243,1.797,0.0615,0.089,0.0102,1.4471,0.1922
Os05t0363100-01_Os12t0262700-01,Os05t0363100-01,Os12t0262700-01,197.6,687.4,3.5514,1.4385,0.097,0.3847,0.0293,3.9645,6.1167
Os05t0391300-00_Os01t0308700-00,Os05t0391300-00,Os01t0308700-00,136.3,682.7,2.0835,1.4363,0.0264,0.0974,0.0126,3.686,5.0914
Os03t0733000-01_Os05t0517800-00,Os03t0733000-01,Os05t0517800-00,48.0,177.0,1.5159,2.6185,0.2649,0.3174,0.0506,1.1983,0.3724
Os01t0630200-00_Os08t0320200-02,Os01t0630200-00,Os08t0320200-02,264.7,1895.3,2.3988,1.9303,0.0782,0.327,0.0157,4.1839,7.0712
Os07t0622000-01_Os03t0764800-01,Os07t0622000-01,Os03t0764800-01,231.7,785.3,3.3148,1.4571,0.0553,0.226,0.0192,4.0841,6.6193
Os08t0553050-00_Os08t0551366-00,Os08t0553050-00,Os08t0551366-00,173.1,483.9,1.3585,2.6719,0.329,0.2946,0.0293,0.8953,0.1768
Os07t0520300-01_Os07t0520100-00,Os07t0520300-01,Os07t0520100-00,288.3,1034.7,3.6363,1.6636,0.0863,0.3664,0.023,4.2479,7.3771
Os07t0523500-02_Os07t0523300-01,Os07t0523500-02,Os07t0523300-01,62.8,222.2,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os06t0604000-02_Os02t0202000-01,Os06t0604000-02,Os02t0202000-01,131.7,483.3,1.2961,2.5179,0.073,0.1162,0.0166,1.5912,0.6617
Os07t0685600-01_Os07t0595750-00,Os07t0685600-01,Os07t0595750-00,47.1,126.9,0.4591,2.533,0.8696,0.1471,0.0369,0.1691,0.0662
Os06t0262800-01_Os05t0574600-01,Os06t0262800-01,Os05t0574600-01,151.8,1321.2,2.1478,1.6276,0.097,0.3653,0.0203,3.767,5.37
Os09t0466300-01_Os07t0621300-01,Os09t0466300-01,Os07t0621300-01,121.6,580.4,2.8805,1.5896,0.113,0.4068,0.0332,3.6007,4.8141
Os06t0513050-01_Os06t0514100-01,Os06t0513050-01,Os06t0514100-01,41.9,93.1,0.0459,4.6,0.0,-0.0,0.0,0.0494,0.0352
Os08t0125800-01_Os08t0124600-00,Os08t0125800-01,Os08t0124600-00,466.2,1654.8,1.3241,2.7374,0.2136,0.244,0.0139,1.142,0.1646
Os11t0173900-00_Os11t0171800-01,Os11t0173900-00,Os11t0171800-01,800.5,2229.5,1.3672,2.5436,0.2554,0.2575,0.0124,1.0079,0.1009
Os03t0319400-01_Os07t0150700-01,Os03t0319400-01,Os07t0150700-01,318.6,1004.4,3.7764,1.64,0.0663,0.2866,0.0198,4.3231,7.7536
Os02t0268100-01_Os01t0762500-00,Os02t0268100-01,Os01t0762500-00,374.8,1104.2,1.4943,2.2,0.1847,0.2351,0.0166,1.273,0.1374
Os07t0541200-00_Os07t0537000-01,Os07t0541200-00,Os07t0537000-01,468.8,1505.2,1.4234,2.2763,0.2622,0.2844,0.0161,1.0848,0.1273
Os01t0866750-00_Os04t0586850-00,Os01t0866750-00,Os04t0586850-00,97.1,178.9,0.2421,5.8344,0.9809,0.0802,0.0223,0.0817,0.0304
Os12t0580400-01_Os03t0576900-01,Os12t0580400-01,Os03t0576900-01,318.8,1070.2,3.9195,2.0054,0.0943,0.4077,0.0245,4.3235,7.7557
Os03t0155500-00_Os05t0276500-01,Os03t0155500-00,Os05t0276500-01,90.9,626.1,2.0687,1.6249,0.0883,0.2988,0.0257,3.3821,4.1722
Os03t0823800-01_Os12t0583900-02,Os03t0823800-01,Os12t0583900-02,436.5,1144.5,2.2444,1.3127,0.2956,0.4512,0.0256,1.5267,0.221
Os02t0801300-01_Os02t0800500-02,Os02t0801300-01,Os02t0800500-02,126.9,305.1,-0.0,4.6,99.0,-0.0,0.0,-0.0,0.0
Os01t0124550-00_Os09t0265225-00,Os01t0124550-00,Os09t0265225-00,168.7,371.3,1.1594,0.8567,1.2603,0.4131,0.0423,0.3278,0.0531
Os01t0152600-00_Os01t0152000-01,Os01t0152600-00,Os01t0152000-01,868.1,2257.9,1.6878,2.269,0.2995,0.341,0.0149,1.1389,0.1163
Os01t0216400-00_Os05t0210100-01,Os01t0216400-00,Os05t0210100-01,126.6,971.4,2.1718,0.9902,0.095,0.3449,0.0228,3.631,4.9106
Os02t0105800-01_Os09t0502600-00,Os02t0105800-01,Os09t0502600-00,390.9,1136.1,1.532,1.8261,0.5425,0.42,0.0244,0.7742,0.0848
Os10t0128200-01_Os10t0126600-01,Os10t0128200-01,Os10t0126600-01,269.2,744.8,0.6556,2.3477,0.8802,0.2109,0.0189,0.2396,0.0362
Os10t0521100-01_Os04t0555700-01,Os10t0521100-01,Os04t0555700-01,45.0,372.0,32.9536,2.4316,0.0033,0.3253,0.0355,99.0,0.0
Os03t0267500-02_Os03t0606100-01,Os03t0267500-02,Os03t0606100-01,257.0,1015.0,3.6654,1.375,0.1147,0.4772,0.0285,4.1619,6.9689
Os07t0686800-01_Os03t0130900-02,Os07t0686800-01,Os03t0130900-02,187.5,775.5,3.493,1.3206,0.1265,0.4966,0.0336,3.9255,5.9612
Os08t0283900-00_Os12t0598600-00,Os08t0283900-00,Os12t0598600-00,155.5,663.5,0.602,2.0021,0.0718,0.0581,0.0097,0.809,0.1717
Os07t0687200-02_Os01t0810300-01,Os07t0687200-02,Os01t0810300-01,66.3,380.7,1.6113,1.2827,0.0263,0.0827,0.0154,3.1458,3.5778
Os04t0636500-01_Os08t0130600-01,Os04t0636500-01,Os08t0130600-01,393.9,1454.1,3.8172,1.6644,0.0899,0.403,0.0208,4.4821,8.6156
Os03t0339300-02_Os02t0240300-01,Os03t0339300-02,Os02t0240300-01,124.1,817.9,2.378,1.1156,0.1008,0.3646,0.0258,3.6155,4.8611
Os08t0189300-01_Os08t0189600-01,Os08t0189300-01,Os08t0189600-01,180.5,488.5,1.164,1.8581,0.174,0.1701,0.0204,0.9778,0.1882
Os03t0730400-01_Os03t0730500-01,Os03t0730400-01,Os03t0730500-01,292.4,808.6,0.7727,2.1441,0.3867,0.1812,0.0165,0.4686,0.0602
Os02t0813800-01_Os03t0860900-01,Os02t0813800-01,Os03t0860900-01,524.9,1677.1,2.0999,1.666,0.1466,0.2932,0.0155,1.9995,0.2883
Os03t0155300-00_Os02t0268600-00,Os03t0155300-00,Os02t0268600-00,113.1,636.9,2.3011,1.6713,0.077,0.2732,0.024,3.5465,4.6459
Os10t0423900-00_Os10t0423300-00,Os10t0423900-00,Os10t0423300-00,142.7,922.3,1.6825,1.8854,0.1628,0.332,0.0227,2.0398,0.6152
Os06t0528700-01_Os07t0111700-01,Os06t0528700-01,Os07t0111700-01,143.6,1182.4,0.7161,1.9709,0.2018,0.1671,0.013,0.8281,0.126
Os01t0668600-00_Os01t0668901-00,Os01t0668600-00,Os01t0668901-00,583.9,1759.1,1.3648,2.0485,0.245,0.2573,0.0139,1.0502,0.1214
Os08t0529100-01_Os09t0505600-01,Os08t0529100-01,Os09t0505600-01,155.6,501.4,3.0406,1.1026,0.0202,0.081,0.0133,4.0171,66.8147
Os07t0252400-01_Os03t0808100-01,Os07t0252400-01,Os03t0808100-01,716.8,2403.2,2.1198,1.234,0.0979,0.2267,0.011,2.3154,0.3692
Os01t0824600-01_Os12t0113500-01,Os01t0824600-01,Os12t0113500-01,309.1,1007.9,2.0013,1.852,0.1571,0.2953,0.0202,1.8794,0.3227
Os02t0240100-01_Os12t0112000-01,Os02t0240100-01,Os12t0112000-01,141.0,828.0,2.4722,1.2256,0.0895,0.3322,0.024,3.7118,5.1784
Os02t0465900-01_Os04t0448600-02,Os02t0465900-01,Os04t0448600-02,121.8,439.2,2.0878,1.0187,0.259,0.4292,0.0399,1.6573,0.656
Os03t0156300-00_Os03t0155700-00,Os03t0156300-00,Os03t0155700-00,76.9,553.1,1.851,3.5209,0.0768,0.2501,0.0244,3.2567,3.8448
Os06t0592500-01_Os08t0366100-01,Os06t0592500-01,Os08t0366100-01,60.5,362.5,43.5324,0.8344,0.0042,0.4137,0.0431,99.0,0.0
Os12t0581600-01_Os03t0208500-01,Os12t0581600-01,Os03t0208500-01,399.6,1169.4,1.3846,1.2785,0.2395,0.2552,0.0169,1.0654,0.1144
Os02t0812000-01_Os01t0283700-01,Os02t0812000-01,Os01t0283700-01,187.7,778.3,1.658,2.5381,0.1209,0.2291,0.0194,1.8944,0.422
Os05t0103300-01_Os05t0103400-01,Os05t0103300-01,Os05t0103400-01,28.4,178.6,1.3651,2.3645,0.1485,0.2546,0.0434,1.7142,1.2604
Os10t0393800-01_Os10t0394000-01,Os10t0393800-01,Os10t0394000-01,133.8,826.2,1.2778,1.2871,0.1868,0.265,0.0207,1.419,0.4611
Os03t0681800-00_Os03t0844500-01,Os03t0681800-00,Os03t0844500-01,358.1,1159.9,3.9782,1.6175,0.0847,0.3736,0.0221,4.4107,8.2174
Os02t0267900-00_Os02t0267700-00,Os02t0267900-00,Os02t0267700-00,133.0,623.0,0.3729,2.7418,0.1,0.0481,0.009,0.4812,0.0846
Os07t0301200-01_Os01t0197200-01,Os07t0301200-01,Os01t0197200-01,372.6,1103.4,2.8283,1.3978,0.3942,0.6793,0.0373,1.7232,0.2415
Os03t0822000-02_Os06t0718100-01,Os03t0822000-02,Os06t0718100-01,98.0,685.0,2.1662,1.42,0.097,0.3334,0.0265,3.4387,4.3294
