pair	dS	dN	t	kappa	omega	dN_SE	dS_SE
OB01G32970.1_OB11G17390.1	4.4164	0.2498	3.6579	1.7961	0.0566	0.0166	8.2485
OB01G33020.1_OB05G34710.1	0.8621	0.0723	0.8165	2.0127	0.0839	0.0081	0.1049
OB01G33070.1_OB01G22340.1	2.6616	0.4050	2.8553	1.7308	0.1522	0.0237	0.8088
OB01G33070.1_OB01G23250.1	2.7613	0.3528	2.7686	1.3042	0.1278	0.0212	0.9299
OB01G33070.1_OB01G34820.1	1.9562	0.2516	1.9715	1.6392	0.1286	0.0173	0.3360
OB01G33070.1_OB12G10710.1	3.3025	0.3951	3.1436	1.2529	0.1196	0.0230	1.9512
OB01G33090.1_OB05G12490.1	3.3608	0.4182	3.3203	1.2731	0.1244	0.0242	2.0744
OB01G33090.1_OB05G33570.1	2.1226	0.3097	2.3116	1.7375	0.1459	0.0196	1.0208
OB01G33250.1_OB08G14700.1	4.0912	0.1594	3.1440	1.3050	0.0390	0.0153	6.6507
OB01G33280.1_OB05G34530.1	1.4509	0.1746	1.2769	3.0900	0.1204	0.0141	0.4235
OB01G33300.1_OB02G36750.1	1.8639	0.2832	1.4418	2.0489	0.1519	0.0211	0.5004
OB01G33300.1_OB05G34490.1	1.5219	0.2227	1.3295	2.0584	0.1464	0.0194	0.4094
OB01G33310.1_OB05G34470.1	0.9362	0.1873	1.1295	1.9755	0.2000	0.0139	0.1233
OB01G33340.1_OB01G33350.1	1.0447	0.1878	0.9605	2.0106	0.1798	0.0137	0.1911
OB01G33370.1_OB02G13130.1	4.2316	0.3212	3.6936	1.4333	0.0759	0.0222	7.2978
OB01G33380.1_OB05G34460.1	1.9504	0.1243	1.3531	2.3204	0.0637	0.0145	0.5108
OB01G33410.1_OB01G33420.1	3.5848	0.2551	2.7477	1.8076	0.0712	0.0265	4.7641
OB01G33480.1_OB05G17770.1	2.9484	0.4271	3.0388	1.6795	0.1449	0.0304	1.4917
OB01G33480.1_OB05G17780.1	2.4345	0.4201	2.6981	1.8964	0.1726	0.0309	0.7734
OB01G33480.1_OB12G24970.1	1.7485	0.3898	2.1187	1.1822	0.2230	0.0257	0.4236
OB01G33510.1_OB01G31450.1	2.8606	0.3762	2.9584	1.2102	0.1315	0.0306	7.8293
OB01G33560.1_OB01G43280.1	2.3231	0.2171	1.5310	1.6284	0.0934	0.0448	2.1215
OB01G33570.1_OB05G24540.1	1.4556	0.4014	2.0493	2.4846	0.2758	0.0191	0.1323
OB01G33600.1_OB02G39200.1	0.9789	0.1533	0.6607	1.1139	0.1566	0.0200	0.4041
OB01G33630.1_OB02G12640.1	4.3934	0.2264	3.6432	1.6472	0.0515	0.0160	8.1235
OB01G33630.1_OB05G12910.1	4.4255	0.2857	3.8936	1.8957	0.0646	0.0186	8.2983
OB01G33630.1_OB05G33530.1	4.3811	0.3003	3.7165	1.3814	0.0685	0.0190	8.0577
OB01G33630.1_OB05G34340.1	1.8637	0.1093	1.6437	2.0609	0.0586	0.0105	0.7318
OB01G33630.1_OB05G34740.1	4.3743	0.2928	3.6582	1.2299	0.0669	0.0186	8.0217
OB01G33630.1_OB06G22370.1	4.4407	0.3276	4.0369	1.9431	0.0738	0.0204	8.3823
OB01G33630.1_OB06G34690.1	1.8206	0.1930	1.8224	2.1020	0.1060	0.0145	0.2690
OB01G33630.1_OB11G17390.1	4.4020	0.2892	3.7854	1.5595	0.0657	0.0186	8.1701
OB01G33760.1_OB02G17460.1	1.6997	0.1309	1.5716	1.1415	0.0770	0.0114	0.2299
OB01G33810.1_OB05G20750.1	0.2863	0.0857	0.4178	2.2590	0.2993	0.0148	0.0524
OB01G33860.1_OB01G44680.1	3.5755	0.3664	3.7096	1.4629	0.1025	0.0272	3.0876
OB01G33860.1_OB03G42780.1	1.3076	0.3245	1.8053	1.5318	0.2482	0.0252	0.1848
OB01G33860.1_OB05G34190.1	0.6545	0.0390	0.5845	1.0513	0.0595	0.0073	0.0782
OB01G33860.1_OB07G28670.1	4.0936	0.3369	3.6036	1.5619	0.0823	0.0249	6.6614
OB01G33860.1_OB08G23310.1	4.2070	0.3707	4.1921	1.3317	0.0881	0.0273	7.1802
OB01G33860.1_OB12G26460.1	1.7172	0.3403	2.1874	1.7228	0.1982	0.0260	0.2730
OB01G33870.1_OB01G32040.1	1.6741	0.5144	2.4581	1.4206	0.3073	0.0343	0.3744
OB01G33870.1_OB01G33880.1	0.3218	0.1409	0.5685	2.1995	0.4377	0.0136	0.0404
OB01G33890.1_OB01G32040.1	1.7892	0.4978	2.4957	1.2659	0.2782	0.0337	0.3086
OB01G33890.1_OB01G33870.1	0.3412	0.1527	0.6109	2.1160	0.4476	0.0143	0.0420
OB01G33890.1_OB01G33880.1	0.3501	0.1267	0.5645	2.7100	0.3619	0.0129	0.0435
OB01G33920.1_OB01G33910.1	2.0605	0.2247	1.4790	1.5202	0.1090	0.0176	0.5687
OB01G34000.1_OB03G23490.1	3.5373	0.3434	2.1672	1.3019	0.0971	0.0245	4.6181
OB01G34040.1_OB05G34130.1	1.3648	0.0683	0.6582	0.5611	0.0501	0.0143	0.5021
OB01G34050.1_OB01G34060.1	3.5489	0.2595	1.7457	1.5402	0.0731	0.0181	4.6531
OB01G34110.1_OB05G34100.1	0.8363	0.0785	0.8453	2.1902	0.0938	0.0080	0.0959
OB01G34160.1_OB04G25340.1	3.6951	0.1474	2.8661	1.5699	0.0399	0.0138	3.6802
OB01G34280.1_OB05G10330.1	0.0442	0.0292	0.1004	3.3916	0.6611	0.0061	0.0121
OB01G34290.1_OB01G35800.1	1.4363	0.1684	1.5086	2.5268	0.1173	0.0123	0.1487
OB01G34290.1_OB06G13570.1	2.8935	0.2176	2.4511	1.3349	0.0752	0.0139	1.0361
OB01G34300.1_OB05G34060.1	2.4685	0.2159	1.9801	1.2154	0.0875	0.0182	2.6369
OB01G34370.1_OB06G36070.1	0.0558	0.1036	0.2671	3.8400	1.8584	0.0206	0.0221
OB01G34480.1_OB04G31160.1	2.0134	0.2867	2.1719	1.7237	0.1424	0.0237	0.4359
OB01G34480.1_OB04G35070.1	3.4975	0.2645	3.1547	1.3849	0.0756	0.0223	3.0634
OB01G34480.1_OB08G16990.1	2.9650	0.2499	2.7440	1.7566	0.0843	0.0225	1.5826
OB01G34490.1_OB05G33790.1	1.1751	0.3133	1.6327	2.2225	0.2666	0.0238	0.2167
OB01G34510.1_OB01G17870.1	0.8024	0.2547	1.2277	2.9174	0.3175	0.0263	0.1194
OB01G34510.1_OB05G27980.1	3.7564	0.2176	2.9556	2.0800	0.0579	0.0227	5.3325
OB01G34530.1_OB01G34590.1	0.5132	0.1702	0.7112	2.4072	0.3317	0.0188	0.0888
OB01G34550.1_OB02G20010.1	2.7604	0.3282	2.7633	2.1386	0.1189	0.0227	1.0259
OB01G34750.1_OB01G33090.1	1.8623	0.3395	2.1604	1.4270	0.1823	0.0206	0.5521
OB01G34750.1_OB05G12490.1	2.1367	0.3209	2.2942	1.1653	0.1502	0.0202	0.4136
OB01G34750.1_OB05G33570.1	0.6798	0.1385	0.8365	1.5379	0.2037	0.0119	0.0689
OB01G34790.1_OB05G33560.1	1.1808	0.2879	1.5461	2.1736	0.2438	0.0154	0.1667
OB01G34820.1_OB01G22340.1	2.9979	0.4018	3.0769	1.6914	0.1340	0.0240	1.2831
OB01G34820.1_OB01G23250.1	2.0582	0.3248	2.2440	1.6597	0.1578	0.0205	0.3760
OB01G34840.1_OB01G33630.1	4.3951	0.2902	3.7391	1.4567	0.0660	0.0186	8.1331
OB01G34840.1_OB02G12640.1	4.3443	0.3085	3.5399	1.4642	0.0710	0.0190	7.8635
OB01G34840.1_OB05G12910.1	4.4050	0.3315	3.5986	1.3038	0.0753	0.0191	8.1865
OB01G34840.1_OB05G33530.1	1.0955	0.1251	1.1281	2.9084	0.1142	0.0106	0.1647
OB01G34840.1_OB05G34340.1	4.3294	0.2954	3.4891	1.3083	0.0682	0.0186	7.7862
OB01G34840.1_OB05G34740.1	2.4137	0.2173	2.1874	1.5822	0.0900	0.0144	0.5615
OB01G34840.1_OB06G22370.1	4.4276	0.3127	3.5732	1.3588	0.0706	0.0180	8.3098
OB01G34840.1_OB06G34690.1	4.3898	0.2834	3.6059	1.4361	0.0646	0.0179	8.1043
OB01G34840.1_OB11G17390.1	4.3825	0.2789	3.5742	1.5900	0.0636	0.0177	8.0650
OB01G34900.1_OB01G36510.1	4.1337	0.2266	3.9366	2.6818	0.0548	0.0213	6.8403
OB01G34900.1_OB08G20580.1	3.8376	0.3042	3.7590	2.3977	0.0793	0.0259	4.7532
OB01G34900.1_OB08G20590.1	3.9426	0.3164	3.8973	1.9696	0.0802	0.0295	6.0289
OB01G34900.1_OB09G13280.1	4.0792	0.2738	3.7707	2.0469	0.0671	0.0236	6.5980
OB01G34950.1_OB05G33460.1	1.0431	0.3608	1.6370	2.2830	0.3459	0.0314	0.1896
OB01G34970.1_OB05G33450.1	0.9665	0.1170	0.8269	1.1246	0.1211	0.0128	0.1601
OB01G35010.1_OB10G16250.1	0.4353	0.2547	0.9001	0.2364	0.5852	0.0479	0.1187
OB01G35020.1_OB01G39840.1	3.6809	0.2210	2.7916	2.1314	0.0600	0.0232	5.0743
OB01G35020.1_OB01G46000.1	3.4819	0.2599	2.3355	1.8262	0.0747	0.0253	4.4535
OB01G35020.1_OB05G33410.1	3.6046	0.1280	2.3517	3.7079	0.0355	0.0168	4.8262
OB01G35020.1_OB06G35180.1	99.0000	0.3062	28.9047	1.2575	0.0031	0.0273	0.0000
OB01G35020.1_OB09G13700.1	3.5624	0.1028	2.1596	3.0646	0.0289	0.0147	4.6947
OB01G35100.1_OB01G35090.1	1.3496	0.2053	1.4741	2.0529	0.1521	0.0120	0.2203
OB01G35100.1_OB01G35110.1	1.1060	0.2606	1.4296	2.1285	0.2357	0.0147	0.1421
OB01G35100.1_OB01G35130.1	4.7410	0.3481	4.1419	2.2650	0.0734	0.0169	10.2317
OB01G35100.1_OB01G35140.1	4.7389	0.3589	4.1445	2.4445	0.0757	0.0172	10.2171
OB01G35100.1_OB01G35170.1	2.2789	0.3321	2.4370	2.1111	0.1457	0.0166	1.3189
OB01G35100.1_OB01G35180.1	1.2006	0.3352	1.6795	2.2851	0.2792	0.0170	0.1464
OB01G35110.1_OB01G35090.1	1.2051	0.2617	1.5108	2.3051	0.2172	0.0148	0.1705
OB01G35110.1_OB01G35130.1	4.6631	0.3153	3.9531	2.6919	0.0676	0.0164	9.7157
OB01G35110.1_OB01G35180.1	1.4920	0.2921	1.8227	2.4539	0.1958	0.0160	0.2812
OB01G35130.1_OB01G35090.1	4.7133	0.3384	3.9992	2.1604	0.0718	0.0165	10.0448
OB01G35130.1_OB01G35180.1	4.6972	0.3426	3.9957	2.0439	0.0729	0.0168	9.9384
OB01G35140.1_OB01G35090.1	4.7105	0.3549	4.0133	2.2086	0.0753	0.0170	10.0262
OB01G35140.1_OB01G35110.1	4.6275	0.3184	3.7974	2.1158	0.0688	0.0164	9.4886
OB01G35140.1_OB01G35130.1	0.5123	0.0843	0.4208	2.4396	0.1646	0.0066	0.0634
OB01G35140.1_OB01G35170.1	4.7680	0.3667	4.3836	2.6742	0.0769	0.0179	10.4165
OB01G35140.1_OB01G35180.1	4.6957	0.3535	4.0098	2.1797	0.0753	0.0171	9.9281
OB01G35170.1_OB01G35090.1	1.3736	0.3347	1.7597	1.9771	0.2437	0.0167	0.1272
OB01G35170.1_OB01G35110.1	2.4974	0.3155	2.5968	2.1999	0.1263	0.0167	2.0871
OB01G35170.1_OB01G35130.1	4.7547	0.3562	4.2924	2.2563	0.0749	0.0175	10.3248
OB01G35170.1_OB01G35180.1	1.7253	0.3471	2.1000	2.4119	0.2012	0.0174	0.4289
OB01G35180.1_OB01G35090.1	1.2473	0.3244	1.6694	2.0463	0.2600	0.0165	0.1632
OB01G35240.1_OB01G35260.1	0.0595	0.0169	0.0819	2.6714	0.2832	0.0021	0.0070
OB01G35280.1_OB01G40200.1	1.5019	0.2544	1.6847	1.8964	0.1694	0.0097	0.1035
OB01G35300.1_OB05G33240.1	0.9789	0.3404	1.5675	2.6168	0.3477	0.0230	0.1360
OB01G35320.1_OB01G40370.1	1.4999	0.1959	1.5734	1.4486	0.1306	0.0163	0.2014
OB01G35360.1_OB02G19050.1	2.2744	0.2417	2.0968	1.6889	0.1063	0.0131	0.4080
OB01G35420.1_OB05G33130.1	1.4206	0.2907	1.6880	1.8003	0.2046	0.0201	0.2850
OB01G35430.1_OB02G16340.1	3.4230	0.3817	2.9465	1.0309	0.1115	0.0388	4.2851
OB01G35450.1_OB05G33100.1	0.9466	0.1975	1.1892	3.2712	0.2087	0.0159	0.1341
OB01G35520.1_OB05G33070.1	0.9638	0.3117	1.4306	1.7573	0.3234	0.0327	0.1932
OB01G35540.1_OB05G33050.1	3.7996	0.1740	1.8497	1.6019	0.0458	0.0135	5.4866
OB01G35670.1_OB04G15540.1	0.0872	0.0390	0.1516	2.5408	0.4469	0.0067	0.0186
OB01G35700.1_OB10G15250.1	0.1610	-0.0000	0.0853	0.4353	0.0000	0.0000	0.0635
OB01G35820.1_OB03G35170.1	0.3706	0.0777	0.4773	3.6898	0.2097	0.0089	0.0408
OB01G35870.1_OB05G32790.1	1.1936	0.1143	1.1224	1.8463	0.0957	0.0053	0.1006
OB01G35880.1_OB12G23800.1	0.2441	0.1267	0.4355	0.7434	0.5189	0.0288	0.1092
OB01G36000.1_OB10G13610.1	1.5540	0.4711	2.2896	2.2345	0.3032	0.0279	0.2386
OB01G36020.1_OB05G32650.1	2.3441	0.3059	1.8463	1.2136	0.1305	0.0241	0.8953
OB01G36040.1_OB03G31900.1	4.2102	0.2741	3.6545	1.7561	0.0651	0.0206	7.1954
OB01G36040.1_OB05G32640.1	0.9481	0.0072	0.6911	2.0369	0.0076	0.0027	0.1482
OB01G36050.1_OB06G28630.1	4.4989	0.5007	4.3033	1.4939	0.1113	0.0261	8.7125
OB01G36120.1_OB01G22490.1	3.4950	0.3879	2.2651	1.3963	0.1110	0.0276	4.4918
OB01G36120.1_OB01G34560.1	3.4788	0.3117	2.0413	1.6575	0.0896	0.0236	4.4443
OB01G36120.1_OB01G36370.1	1.7383	0.3198	1.5039	1.9440	0.1840	0.0249	0.4575
OB01G36120.1_OB01G46810.1	3.4652	0.3332	2.0666	2.4952	0.0962	0.0246	4.4050
OB01G36120.1_OB07G17670.1	3.9051	0.3991	3.3664	1.6010	0.1022	0.0298	5.8816
OB01G36120.1_OB07G18070.1	3.4748	0.3950	2.2734	1.5625	0.1137	0.0282	4.4329
OB01G36200.1_OB05G32450.1	2.3821	0.2291	2.0655	1.7325	0.0962	0.0419	4.2773
OB01G36210.1_OB03G46070.1	2.9605	0.3422	2.9744	3.0355	0.1156	0.0255	1.4158
OB01G36280.1_OB05G32380.1	3.7529	0.2455	2.0476	1.6154	0.0654	0.0136	4.1311
OB01G36320.1_OB01G36330.1	0.0288	0.0196	0.0645	3.4252	0.6802	0.0055	0.0130
OB01G36370.1_OB01G22490.1	3.5251	0.3481	2.2657	1.4547	0.0987	0.0262	4.5812
OB01G36370.1_OB01G34560.1	3.5115	0.3061	2.1590	1.3181	0.0872	0.0242	4.5407
OB01G36370.1_OB01G46810.1	3.5667	0.3314	2.3137	1.5714	0.0929	0.0254	4.7079
OB01G36370.1_OB07G17670.1	3.9283	0.4180	3.5972	1.8903	0.1064	0.0320	5.9722
OB01G36370.1_OB07G18070.1	3.5269	0.4014	2.4130	1.5706	0.1138	0.0291	4.5865
OB01G36380.1_OB05G32350.1	2.2695	0.4251	2.0930	1.5191	0.1873	0.0526	1.4139
OB01G36430.1_OB02G17840.1	3.8863	0.4746	3.6813	1.3511	0.1221	0.0360	5.8091
OB01G36430.1_OB03G44910.1	3.9821	0.4231	3.6527	1.3646	0.1063	0.0311	6.1881
OB01G36430.1_OB06G26770.1	3.8023	0.4098	3.6078	1.5246	0.1078	0.0353	5.4963
OB01G36430.1_OB09G12440.1	1.9030	0.3409	2.1280	1.5241	0.1791	0.0268	0.3999
OB01G36430.1_OB10G17480.1	3.9997	0.4132	3.6984	1.5028	0.1033	0.0306	6.2605
OB01G36450.1_OB10G23500.1	1.2838	0.3349	1.3892	1.5868	0.2608	0.0284	0.3879
OB01G36450.1_OB10G23510.1	2.0858	0.4826	2.2140	1.4858	0.2314	0.0376	0.7756
OB01G36450.1_OB10G23570.1	1.9936	0.3307	1.6572	1.1272	0.1659	0.0282	0.6834
OB01G36450.1_OB10G23640.1	1.5144	0.3129	1.4219	1.1452	0.2066	0.0272	0.3742
OB01G36460.1_OB01G36450.1	1.1850	0.2844	1.2607	1.7266	0.2400	0.0255	0.3179
OB01G36460.1_OB10G23500.1	1.3852	0.3258	1.4676	1.9340	0.2352	0.0279	0.3475
OB01G36460.1_OB10G23510.1	2.3169	0.5091	2.5069	1.4706	0.2197	0.0393	1.6100
OB01G36460.1_OB10G23550.1	2.6039	0.3406	2.0659	1.4647	0.1308	0.0288	1.4098
OB01G36460.1_OB10G23570.1	1.7262	0.3275	1.6304	1.9136	0.1897	0.0283	0.6663
OB01G36460.1_OB10G23640.1	1.5294	0.3611	1.5810	3.4329	0.2361	0.0304	0.4338
OB01G36480.1_OB08G20610.1	1.2980	0.3131	1.7022	1.4620	0.2412	0.0204	0.1920
OB01G36490.1_OB05G32280.1	0.8097	0.2289	1.1289	3.8434	0.2826	0.0266	0.1401
OB01G36510.1_OB08G20590.1	1.8475	0.1929	1.8026	1.4426	0.1044	0.0217	0.4253
OB01G36530.1_OB05G32240.1	0.8782	0.0402	0.6775	1.1763	0.0458	0.0066	0.1231
OB01G36620.1_OB02G14980.1	3.8155	0.3804	3.6230	1.1146	0.0997	0.0214	3.5138
OB01G36620.1_OB05G32190.1	0.7253	0.0961	0.8153	2.1892	0.1324	0.0093	0.0782
OB01G36620.1_OB06G31290.1	3.0751	0.3887	3.0336	0.8869	0.1264	0.0216	1.3433
OB01G36620.1_OB06G33940.1	1.8505	0.3138	2.1342	1.2597	0.1696	0.0192	0.2682
OB01G36630.1_OB05G32180.1	1.0331	0.0942	0.9885	2.0888	0.0911	0.0097	0.1596
OB01G36650.1_OB01G37080.1	1.3273	0.1934	1.3525	1.4444	0.1457	0.0170	0.1835
OB01G36650.1_OB04G35020.1	2.4794	0.4087	2.7179	1.5605	0.1648	0.0283	0.7647
OB01G36650.1_OB04G35040.1	1.5232	0.3204	1.8809	2.0495	0.2103	0.0245	0.2252
OB01G36650.1_OB05G32010.1	1.3960	0.2210	1.5560	1.9290	0.1583	0.0189	0.1892
OB01G36680.1_OB01G21920.1	1.9483	0.3763	2.3874	1.7666	0.1932	0.0143	0.3753
OB01G36680.1_OB01G28240.1	1.5381	0.3072	1.9076	2.0782	0.1998	0.0127	0.1183
OB01G36680.1_OB01G28450.1	1.4778	0.3390	1.8989	2.0968	0.2294	0.0134	0.1110
OB01G36680.1_OB01G36690.1	0.9718	0.2350	1.3008	2.8596	0.2418	0.0106	0.0778
OB01G36680.1_OB01G36720.1	1.0095	0.2380	1.3337	2.5564	0.2358	0.0106	0.0835
OB01G36680.1_OB01G36750.1	1.0157	0.2231	1.3210	2.7588	0.2197	0.0102	0.0840
OB01G36680.1_OB05G12470.1	1.5852	0.3950	2.1613	2.0702	0.2492	0.0152	0.1238
OB01G36680.1_OB05G32140.1	1.9842	0.3145	2.2633	1.6304	0.1585	0.0127	0.4734
OB01G36690.1_OB01G28240.1	1.8913	0.2853	2.1811	2.5785	0.1508	0.0123	0.4106
OB01G36690.1_OB01G28450.1	2.6664	0.3275	2.8365	2.3653	0.1228	0.0134	1.9967
OB01G36690.1_OB01G36720.1	0.1348	0.0552	0.2303	2.6869	0.4094	0.0046	0.0126
OB01G36690.1_OB01G36750.1	1.0313	0.2013	1.2835	2.5312	0.1951	0.0096	0.0802
OB01G36690.1_OB05G32140.1	3.0444	0.3171	3.1371	1.8046	0.1041	0.0128	3.7400
OB01G36750.1_OB01G28450.1	1.5238	0.3049	1.9011	2.3782	0.2001	0.0127	0.2007
OB01G36750.1_OB01G36720.1	1.0850	0.1865	1.2915	2.2673	0.1719	0.0091	0.0890
OB01G36750.1_OB05G32140.1	1.9419	0.2871	2.2361	2.1018	0.1479	0.0121	0.4484
OB01G36760.1_OB01G38880.1	4.2077	0.4454	3.4664	1.9035	0.1059	0.0254	7.3025
OB01G36760.1_OB05G31050.1	4.0558	0.4362	3.0343	1.7275	0.1075	0.0245	6.4969
OB01G36760.1_OB05G31060.1	3.6544	0.3867	2.5881	1.4002	0.1058	0.0279	4.9868
OB01G36760.1_OB06G22050.1	2.8192	0.4595	2.5735	1.5698	0.1630	0.0259	1.2403
OB01G36810.1_OB06G31640.1	1.6792	0.2140	1.4319	2.3863	0.1275	0.0187	0.3391
OB01G36860.1_OB01G36850.1	1.2245	0.3505	1.6781	1.3917	0.2862	0.0223	0.1878
OB01G36860.1_OB01G36870.1	1.6030	0.3267	1.7729	1.6393	0.2038	0.0218	0.4566
OB01G36870.1_OB01G36850.1	1.4214	0.3410	1.7464	1.6925	0.2399	0.0228	0.3670
OB01G36920.1_OB01G36980.1	1.4287	0.1649	0.9029	2.9004	0.1154	0.0140	0.6560
OB01G36930.1_OB01G36940.1	0.6120	0.1338	0.6434	2.3789	0.2186	0.0121	0.0894
OB01G36960.1_OB01G28800.1	0.7028	0.0350	0.2898	2.2717	0.0499	0.0050	0.1735
OB01G36960.1_OB01G36210.1	4.1527	0.4634	2.9620	1.8906	0.1116	0.0228	6.9267
OB01G36960.1_OB01G45440.1	4.0742	0.2694	2.1847	1.5079	0.0661	0.0148	6.5763
OB01G36960.1_OB02G10970.1	4.3660	0.1598	2.6296	2.2908	0.0366	0.0108	7.9773
OB01G36960.1_OB02G41190.1	4.5735	0.5266	4.2878	1.2382	0.1152	0.0251	9.1545
OB01G36960.1_OB03G22450.1	3.9267	0.2365	1.8029	1.6044	0.0602	0.0134	5.9659
OB01G36960.1_OB03G22480.1	3.9217	0.3137	2.1718	1.9771	0.0800	0.0175	5.9463
OB01G36960.1_OB03G46070.1	4.0626	0.3661	3.4561	1.5800	0.0901	0.0257	6.5260
OB01G36960.1_OB05G21840.1	1.4742	0.0791	0.6737	2.0960	0.0536	0.0069	0.2610
OB01G36960.1_OB09G21470.1	4.5206	0.5413	4.1015	1.4547	0.1197	0.0254	8.8386
OB01G36960.1_OB11G14460.1	4.1410	0.3978	2.6328	1.6510	0.0961	0.0192	6.8732
OB01G36960.1_OB11G14470.1	3.9437	0.3370	2.2991	1.8440	0.0855	0.0186	6.0331
OB01G36960.1_OB11G14480.1	4.0672	0.3927	2.6700	1.5354	0.0966	0.0205	6.5461
OB01G36960.1_OB11G14490.1	3.7863	0.3474	2.2488	2.1136	0.0918	0.0209	5.4387
OB01G36960.1_OB12G16680.1	4.4938	0.5065	4.0970	1.7456	0.1127	0.0251	8.6832
OB01G36990.1_OB02G12510.1	4.4063	0.4928	4.1839	1.7391	0.1118	0.0270	8.1934
OB01G36990.1_OB05G32060.1	0.9082	0.1918	1.1162	2.5913	0.2112	0.0134	0.1095
OB01G37000.1_OB08G20480.1	1.6605	0.4008	2.1554	1.7313	0.2413	0.0294	0.2753
OB01G37040.1_OB05G32050.1	0.7410	0.1220	0.8637	2.7090	0.1647	0.0142	0.1060
OB01G37040.1_OB08G27730.1	2.4953	0.3598	2.5772	1.3786	0.1442	0.0273	0.8400
OB01G37040.1_OB09G21590.1	1.8870	0.3502	2.0764	1.1976	0.1856	0.0266	0.3957
OB01G37060.1_OB01G28670.1	3.4453	0.3829	2.1786	0.9000	0.1111	0.0275	4.3482
OB01G37060.1_OB05G32030.1	3.4059	0.1221	1.4704	1.4456	0.0358	0.0137	4.2377
OB01G37080.1_OB04G35020.1	3.0377	0.3878	3.1452	2.1023	0.1277	0.0276	8.2029
OB01G37160.1_OB03G44860.1	3.4274	0.3981	2.5116	1.5860	0.1162	0.0331	4.2975
OB01G37160.1_OB03G44870.1	3.2770	0.3434	2.2766	1.2407	0.1048	0.0301	3.6312
OB01G37180.1_OB05G31930.1	1.3695	0.3566	1.8367	2.0339	0.2604	0.0570	0.5905
OB01G37280.1_OB01G29320.1	4.1974	0.2828	3.5463	1.8009	0.0674	0.0207	7.1345
OB01G37280.1_OB03G47290.1	3.8757	0.4056	3.0679	1.9417	0.1047	0.0281	5.7686
OB01G37360.1_OB02G31900.1	4.3148	0.3343	3.7422	1.4148	0.0775	0.0214	7.7116
OB01G37370.1_OB01G30730.1	2.2661	0.3951	2.6548	1.5651	0.1744	0.0413	0.8201
OB01G37370.1_OB03G48670.1	3.6780	0.3587	3.1479	1.5980	0.0975	0.0323	5.0646
OB01G37370.1_OB05G35380.1	2.1184	0.4326	2.5959	1.3987	0.2042	0.0379	1.0271
OB01G37370.1_OB10G20530.1	3.7534	0.2808	3.3805	2.0984	0.0748	0.0289	5.3223
OB01G37390.1_OB05G31820.1	0.7090	0.2354	1.0630	2.1224	0.3320	0.0181	0.0840
OB01G37400.1_OB01G29860.1	1.9330	0.2075	2.0436	1.8038	0.1074	0.0188	0.3644
OB01G37500.1_OB06G26510.1	4.3921	0.0350	3.2309	1.5879	0.0080	0.0057	8.1168
OB01G37560.1_OB05G31730.1	1.3912	0.1670	1.5464	3.8321	0.1200	0.0202	0.4001
OB01G37610.1_OB01G52650.1	1.9017	0.2380	1.3648	2.0935	0.1252	0.0189	1.0369
OB01G37610.1_OB01G52660.1	1.0530	0.1600	0.8354	2.2597	0.1520	0.0149	0.1990
OB01G37610.1_OB01G52670.1	1.9292	0.2516	1.4529	1.8506	0.1304	0.0202	0.7191
OB01G37610.1_OB01G52690.1	2.1717	0.3827	1.9363	1.3905	0.1762	0.0263	0.6820
OB01G37610.1_OB01G52700.1	1.6126	0.2148	1.2249	1.2720	0.1332	0.0177	0.4250
OB01G37610.1_OB01G52710.1	1.4882	0.2702	1.3439	1.9368	0.1815	0.0207	0.4194
OB01G37610.1_OB01G52800.1	3.4786	0.2116	1.7276	2.0933	0.0608	0.0180	4.4438
OB01G37610.1_OB02G24320.1	3.0735	0.2775	2.0071	1.5342	0.0903	0.0209	2.2367
OB01G37610.1_OB03G33570.1	3.6665	0.3074	2.2818	1.9535	0.0838	0.0225	5.0265
OB01G37630.1_OB05G31640.1	1.0085	0.1641	1.2323	3.1500	0.1627	0.0200	0.1946
OB01G37800.1_OB05G31580.1	0.9660	0.2804	1.3865	2.6923	0.2903	0.0182	0.1252
OB01G37840.1_OB05G31550.1	0.8526	0.2440	1.1664	2.3565	0.2862	0.0153	0.0991
OB01G37850.1_OB04G16980.1	-0.0000	-0.0000	-0.0000	4.6000	99.0000	0.0000	0.0000
OB01G37870.1_OB01G37880.1	0.6063	0.1373	0.6386	1.9941	0.2265	0.0116	0.0855
OB01G37960.1_OB07G24140.1	0.6051	0.1914	0.8409	3.9374	0.3164	0.0130	0.0668
OB01G38010.1_OB03G14620.1	4.0592	0.3378	2.9352	1.9635	0.0832	0.0213	6.5113
OB01G38090.1_OB05G31400.1	0.5783	0.0132	0.3798	3.3405	0.0229	0.0063	0.1235
OB01G38100.1_OB01G31280.1	3.4311	0.3456	2.3324	1.1826	0.1007	0.0291	4.3078
OB01G38100.1_OB02G18310.1	3.3970	0.3173	1.9787	1.3209	0.0934	0.0246	4.2129
OB01G38210.1_OB01G38220.1	0.4774	0.2084	0.8439	2.9086	0.4366	0.0156	0.0523
OB01G38260.1_OB02G26190.1	4.6467	0.1449	3.0574	1.6137	0.0312	0.0091	9.6101
OB01G38260.1_OB04G10760.1	4.6507	0.1446	3.0734	1.7577	0.0311	0.0091	9.6361
OB01G38290.1_OB01G15660.1	1.4204	0.1243	1.3702	1.6829	0.0875	0.0104	0.2468
