gene1	gene2	spacer_genes
OB11G24310.1	OB11G24330.1	1
OB11G24380.1	OB11G24390.1	0
OB11G24420.1	OB11G24480.1	5
OB11G24420.1	OB11G24490.1	6
OB11G24450.1	OB11G24490.1	3
OB11G24480.1	OB11G24490.1	0
OB11G25030.1	OB11G25050.1	1
OB11G25030.1	OB11G25070.1	3
OB11G25050.1	OB11G25070.1	1
OB11G25250.1	OB11G25260.1	0
OB11G25280.1	OB11G25300.1	1
OB11G25280.1	OB11G25320.1	3
OB11G25280.1	OB11G25330.1	4
OB11G25280.1	OB11G25340.1	5
OB11G25300.1	OB11G25320.1	1
OB11G25300.1	OB11G25330.1	2
OB11G25300.1	OB11G25340.1	3
OB11G25320.1	OB11G25330.1	0
OB11G25320.1	OB11G25340.1	1
OB11G25330.1	OB11G25340.1	0
OB11G25690.1	OB11G25710.1	1
OB11G25700.1	OB11G25720.1	1
OB11G25760.1	OB11G25780.1	1
OB11G25870.1	OB11G25930.1	5
OB11G25940.1	OB11G25950.1	0
OB11G26010.1	OB11G26040.1	2
OB11G26010.1	OB11G26080.1	6
OB11G26030.1	OB11G26060.1	2
OB11G26040.1	OB11G26080.1	3
OB11G26120.1	OB11G26130.1	0
OB11G26190.1	OB11G26230.1	3
OB11G26200.1	OB11G26230.1	2
OB11G26250.1	OB11G26270.1	1
OB11G26260.1	OB11G26280.1	1
OB11G26310.1	OB11G26320.1	0
OB11G26310.1	OB11G26330.1	1
OB11G26320.1	OB11G26330.1	0
OB11G26570.1	OB11G26580.1	0
OB11G26570.1	OB11G26600.1	2
OB11G26570.1	OB11G26610.1	3
OB11G26570.1	OB11G26620.1	4
OB11G26570.1	OB11G26630.1	5
OB11G26580.1	OB11G26600.1	1
OB11G26580.1	OB11G26610.1	2
OB11G26580.1	OB11G26630.1	4
OB11G26600.1	OB11G26610.1	0
OB11G26600.1	OB11G26630.1	2
OB11G26600.1	OB11G26710.1	10
OB11G26610.1	OB11G26630.1	1
OB11G26620.1	OB11G26630.1	0
OB11G26630.1	OB11G26710.1	7
OB11G26670.1	OB11G26720.1	4
OB11G26710.1	OB11G26810.1	9
OB11G26970.1	OB11G27010.1	3
OB11G26970.1	OB11G27020.1	4
OB11G27010.1	OB11G27020.1	0
OB11G27070.1	OB11G27080.1	0
OB11G27110.1	OB11G27120.1	0
OB11G27170.1	OB11G27210.1	3
OB11G27380.1	OB11G27390.1	0
OB11G27490.1	OB11G27520.1	2
OB11G27500.1	OB11G27550.1	4
OB11G27560.1	OB11G27580.1	1
OB11G27560.1	OB11G27630.1	6
OB11G27580.1	OB11G27630.1	4
OB11G27600.1	OB11G27610.1	0
OB11G27710.1	OB11G27720.1	0
OB11G27710.1	OB11G27740.1	2
OB11G27710.1	OB11G27770.1	5
OB11G27710.1	OB11G27780.1	6
OB11G27710.1	OB11G27790.1	7
OB11G27710.1	OB11G27800.1	8
OB11G27710.1	OB11G27820.1	10
OB11G27720.1	OB11G27740.1	1
OB11G27720.1	OB11G27770.1	4
OB11G27720.1	OB11G27780.1	5
OB11G27720.1	OB11G27790.1	6
OB11G27720.1	OB11G27800.1	7
OB11G27720.1	OB11G27820.1	9
OB11G27740.1	OB11G27770.1	2
OB11G27740.1	OB11G27780.1	3
OB11G27740.1	OB11G27790.1	4
OB11G27740.1	OB11G27800.1	5
OB11G27740.1	OB11G27820.1	7
OB11G27750.1	OB11G27760.1	0
OB11G27770.1	OB11G27780.1	0
OB11G27770.1	OB11G27790.1	1
OB11G27770.1	OB11G27800.1	2
OB11G27770.1	OB11G27820.1	4
OB11G27780.1	OB11G27790.1	0
OB11G27780.1	OB11G27800.1	1
OB11G27780.1	OB11G27820.1	3
OB11G27790.1	OB11G27800.1	0
OB11G27790.1	OB11G27820.1	2
OB11G27800.1	OB11G27820.1	1
OB11G27850.1	OB11G27860.1	0
OB11G27950.1	OB11G28000.1	4
OB11G27950.1	OB11G28010.1	5
OB11G28000.1	OB11G28010.1	0
OB11G28090.1	OB11G28100.1	0
OB11G28090.1	OB11G28110.1	1
OB11G28090.1	OB11G28120.1	2
OB11G28100.1	OB11G28110.1	0
OB11G28100.1	OB11G28120.1	1
OB11G28110.1	OB11G28120.1	0
OB11G28160.1	OB11G28170.1	0
OB12G10320.1	OB12G10360.1	3
OB12G10330.1	OB12G10380.1	4
OB12G10580.1	OB12G10610.1	2
OB12G10870.1	OB12G10880.1	0
OB12G10870.1	OB12G10890.1	1
OB12G10870.1	OB12G10930.1	5
OB12G10880.1	OB12G10890.1	0
OB12G10880.1	OB12G10930.1	4
OB12G10890.1	OB12G10930.1	3
OB12G11070.1	OB12G11080.1	0
OB12G11130.1	OB12G11140.1	0
OB12G11220.1	OB12G11250.1	2
OB12G11220.1	OB12G11270.1	4
OB12G11230.1	OB12G11260.1	2
OB12G11250.1	OB12G11270.1	1
OB12G11470.1	OB12G11490.1	1
OB12G11730.1	OB12G11780.1	4
OB12G11790.1	OB12G11800.1	0
OB12G11910.1	OB12G11920.1	0
OB12G11990.1	OB12G12020.1	1
OB12G12160.1	OB12G12170.1	0
OB12G12160.1	OB12G12180.1	1
OB12G12170.1	OB12G12180.1	0
OB12G12190.1	OB12G12210.1	1
OB12G12410.1	OB12G12420.1	0
OB12G13240.1	OB12G13270.1	0
OB12G13560.1	OB12G13570.1	0
OB12G13800.1	OB12G13810.1	0
OB12G13850.1	OB12G13900.1	4
OB12G14120.1	OB12G14150.1	0
OB12G14350.1	OB12G14370.1	0
OB12G14820.1	OB12G14830.1	0
OB12G14860.1	OB12G14910.1	4
OB12G15060.1	OB12G15070.1	0
OB12G15370.1	OB12G15380.1	0
OB12G15370.1	OB12G15390.1	1
OB12G15380.1	OB12G15390.1	0
OB12G15470.1	OB12G15480.1	0
OB12G15620.1	OB12G15640.1	1
OB12G15820.1	OB12G15840.1	1
OB12G15850.1	OB12G15890.1	3
OB12G16050.1	OB12G16070.1	1
OB12G16050.1	OB12G16080.1	2
OB12G16070.1	OB12G16080.1	0
OB12G16510.1	OB12G16520.1	0
OB12G16540.1	OB12G16570.1	2
OB12G16860.1	OB12G16870.1	0
OB12G16950.1	OB12G16960.1	0
OB12G17210.1	OB12G17220.1	0
OB12G17720.1	OB12G17810.1	6
OB12G17720.1	OB12G17840.1	9
OB12G17810.1	OB12G17840.1	2
OB12G18110.1	OB12G18140.1	2
OB12G18110.1	OB12G18160.1	4
OB12G18140.1	OB12G18160.1	1
OB12G18380.1	OB12G18410.1	2
OB12G18510.1	OB12G18520.1	0
OB12G18640.1	OB12G18690.1	4
OB12G18640.1	OB12G18700.1	5
OB12G18650.1	OB12G18680.1	2
OB12G18690.1	OB12G18700.1	0
OB12G18750.1	OB12G18780.1	2
OB12G18750.1	OB12G18790.1	3
OB12G18750.1	OB12G18810.1	5
OB12G18750.1	OB12G18820.1	6
OB12G18780.1	OB12G18790.1	0
OB12G18780.1	OB12G18810.1	2
OB12G18780.1	OB12G18820.1	3
OB12G18790.1	OB12G18820.1	2
OB12G19190.1	OB12G19210.1	1
OB12G19290.1	OB12G19300.1	0
OB12G19460.1	OB12G19470.1	0
OB12G19590.1	OB12G19600.1	0
OB12G19650.1	OB12G19710.1	5
OB12G19770.1	OB12G19780.1	0
OB12G19770.1	OB12G19800.1	2
OB12G20760.1	OB12G20770.1	0
OB12G20760.1	OB12G20790.1	2
OB12G20770.1	OB12G20790.1	1
OB12G20800.1	OB12G20830.1	2
OB12G20820.1	OB12G20830.1	0
OB12G21120.1	OB12G21160.1	3
OB12G21220.1	OB12G21250.1	2
OB12G21260.1	OB12G21280.1	1
OB12G21420.1	OB12G21430.1	0
OB12G21460.1	OB12G21470.1	0
OB12G21900.1	OB12G21910.1	0
OB12G22340.1	OB12G22350.1	0
OB12G22340.1	OB12G22360.1	1
OB12G22340.1	OB12G22370.1	2
OB12G22350.1	OB12G22360.1	0
OB12G22350.1	OB12G22370.1	1
OB12G22360.1	OB12G22370.1	0
OB12G22650.1	OB12G22660.1	0
OB12G23230.1	OB12G23250.1	1
OB12G23230.1	OB12G23260.1	2
OB12G23490.1	OB12G23510.1	0
OB12G23540.1	OB12G23550.1	0
OB12G23540.1	OB12G23560.1	1
OB12G23550.1	OB12G23560.1	0
OB12G23990.1	OB12G24000.1	0
OB12G23990.1	OB12G24010.1	1
OB12G24000.1	OB12G24010.1	0
OB12G24310.1	OB12G24320.1	0
OB12G24310.1	OB12G24410.1	8
OB12G24320.1	OB12G24410.1	7
OB12G24760.1	OB12G24770.1	0
OB12G25010.1	OB12G25020.1	0
OB12G25040.1	OB12G25060.1	1
OB12G25360.1	OB12G25430.1	6
OB12G25660.1	OB12G25700.1	2
OB12G25750.1	OB12G25770.1	1
OB12G26320.1	OB12G26330.1	0
OB12G26700.1	OB12G26710.1	0
OB12G26740.1	OB12G26750.1	0
OB12G26740.1	OB12G26860.1	9
OB12G26750.1	OB12G26860.1	8
OB12G26780.1	OB12G26800.1	1
